ID,ComID,Geogname,Year,Datagroup,Diseases of the Circulatory System,Diseases of the Digestive System,Diseases of the Genitourinary System,Diseases of the Musculoskeletal System,Diseases of the Respiratory System,"Endocrine, Nutritional, and Metabolic",Infectious and Parasitic Diseases,Injury and Poisoning,Mental Disorders,Neoplasms,Total,Circulatory System: Heart Disease,Circulatory System: Major cerebrovascular diseas,Digestive System: esophagus,Digestive System: gall bladder,Digestive System: intestine & peritoneum,Genitourinary System: female genital organs,Genitourinary System: male genital organs,Genitourinary System: urinary system,Respiratory System: asthma,Respiratory System: COPD,Respiratory System: Pneumonia,Neoplasms: Malignant neoplasms,Sub Total,Males,Females,Both Genders
697,dha5,Cumberland Health Authority,1996,20-39,33,135,43,36,50,16,7,64,71,26,481,9,0,4,9,10,7,0,6,1,3,6,10,65,85,64,149
698,dha5,Cumberland Health Authority,1996,40-59,167,174,77,57,67,29,8,51,92,66,788,14,11,10,11,11,7,4,10,1,5,10,13,107,111,99,210
699,dha5,Cumberland Health Authority,1996,60 plus,671,361,121,126,431,92,17,162,59,272,2312,14,14,14,13,13,7,7,14,2,14,14,14,140,129,124,253
700,dha5,Cumberland Health Authority,1996,All Ages,881,727,258,234,712,151,46,330,249,373,3961,42,26,32,36,36,24,12,36,4,22,41,39,350,387,345,732
701,dha5,Cumberland Health Authority,1997,00-19,4,75,14,15,137,9,15,55,37,8,369,3,0,5,3,4,2,1,5,0,7,9,2,41,56,54,110
702,dha5,Cumberland Health Authority,1997,20-39,23,118,50,44,35,18,10,67,76,12,453,7,1,4,8,9,6,1,11,0,2,5,3,57,78,63,141
703,dha5,Cumberland Health Authority,1997,40-59,167,155,45,58,73,16,12,66,62,61,715,13,2,8,13,12,6,2,10,1,11,10,12,100,96,97,193
704,dha5,Cumberland Health Authority,1997,60 plus,693,301,119,131,356,110,29,119,67,243,2168,14,14,14,14,14,5,7,14,0,14,14,14,138,131,122,253
705,dha5,Cumberland Health Authority,1997,All Ages,887,649,228,248,601,153,66,307,242,324,3705,37,17,31,38,39,19,11,40,1,34,38,31,336,361,336,697
706,dha5,Cumberland Health Authority,1998,00-19,4,76,14,12,119,10,23,40,25,8,331,2,1,5,4,3,1,2,5,0,2,8,3,36,50,55,105
707,dha5,Cumberland Health Authority,1998,20-39,20,117,54,20,35,14,10,84,99,9,462,9,0,5,11,8,7,0,9,0,3,7,3,62,77,60,137
708,dha5,Cumberland Health Authority,1998,40-59,142,142,48,44,48,19,6,52,69,77,647,13,6,11,12,9,6,1,10,0,7,11,11,97,99,87,186
709,dha5,Cumberland Health Authority,1998,60 plus,568,296,109,118,429,71,30,128,69,212,2030,14,13,14,12,14,5,7,14,1,14,14,14,136,122,123,245
710,dha5,Cumberland Health Authority,1998,All Ages,734,631,225,194,631,114,69,304,262,306,3470,38,20,35,39,34,19,10,38,1,26,40,31,331,348,325,673
711,dha5,Cumberland Health Authority,1999,00-19,3,57,17,9,93,8,17,53,44,3,304,2,0,3,3,8,3,3,6,0,4,7,2,41,60,55,115
712,dha5,Cumberland Health Authority,1999,20-39,23,125,34,17,20,12,6,56,82,11,386,9,2,2,11,8,6,1,6,0,2,6,2,55,65,58,123
713,dha5,Cumberland Health Authority,1999,40-59,118,161,46,33,46,26,5,62,69,84,650,13,3,7,13,9,7,2,9,0,8,9,14,94,92,86,178
714,dha5,Cumberland Health Authority,1999,60 plus,596,325,135,111,329,58,18,106,61,201,1940,14,13,14,14,12,7,7,14,1,14,14,14,138,129,120,249
715,dha5,Cumberland Health Authority,1999,All Ages,740,668,232,170,488,104,46,277,256,299,3280,38,18,26,41,37,23,13,35,1,28,36,32,328,346,319,665
716,dha5,Cumberland Health Authority,2000,00-19,3,28,11,7,68,9,11,41,27,2,207,2,0,0,1,2,2,1,5,0,2,7,0,22,44,43,87
717,dha5,Cumberland Health Authority,2000,20-39,19,93,38,16,13,12,5,45,55,12,308,8,0,5,9,5,7,0,4,0,0,3,5,46,57,60,117
718,dha5,Cumberland Health Authority,2000,40-59,159,141,52,25,66,19,4,53,43,73,635,13,8,8,12,11,6,2,9,0,12,9,13,103,98,89,187
719,dha5,Cumberland Health Authority,2000,60 plus,626,294,140,84,311,58,16,107,53,161,1850,14,13,12,12,14,5,6,13,1,14,14,14,132,124,115,239
720,dha5,Cumberland Health Authority,2000,All Ages,807,556,241,132,458,98,36,246,178,248,3000,37,21,25,34,32,20,9,31,1,28,33,32,303,323,307,630
721,dha7,Guysborough Antigonish-Strait Health Authority,1995,00-19,7,118,22,34,236,12,38,94,37,11,609,4,0,8,3,7,5,1,8,1,11,14,2,64,102,91,193
722,dha7,Guysborough Antigonish-Strait Health Authority,1995,20-39,43,176,71,50,54,11,9,105,115,23,657,11,2,13,16,9,10,0,12,1,2,8,9,93,129,101,230
723,dha7,Guysborough Antigonish-Strait Health Authority,1995,40-59,253,219,101,72,70,24,14,99,121,97,1070,23,11,19,20,13,11,3,16,3,7,10,22,158,168,149,317
724,dha7,Guysborough Antigonish-Strait Health Authority,1995,60 plus,862,405,182,155,459,80,47,205,115,344,2854,24,23,23,19,18,9,12,22,5,24,24,24,227,202,207,409
725,dha7,Guysborough Antigonish-Strait Health Authority,1995,All Ages,1165,918,376,311,819,127,108,503,388,475,5190,62,36,63,58,47,35,16,58,10,44,56,57,542,601,548,1149
726,dha7,Guysborough Antigonish-Strait Health Authority,1996,00-19,5,75,19,27,171,12,31,61,54,12,467,4,0,3,3,2,3,2,9,1,9,14,1,51,86,87,173
727,dha7,Guysborough Antigonish-Strait Health Authority,1996,20-39,29,137,72,49,47,12,15,62,140,29,592,13,0,14,14,9,11,3,8,0,2,8,10,92,132,96,228
728,dha7,Guysborough Antigonish-Strait Health Authority,1996,40-59,204,227,92,108,92,21,10,83,123,113,1073,21,9,16,20,15,12,4,14,2,10,15,21,159,173,140,313
729,dha7,Guysborough Antigonish-Strait Health Authority,1996,60 plus,897,356,172,166,415,62,51,179,102,277,2677,24,22,21,20,21,11,11,20,5,22,24,24,225,201,213,414
730,dha7,Guysborough Antigonish-Strait Health Authority,1996,All Ages,1135,795,355,350,725,107,107,385,419,431,4809,62,31,54,57,47,37,20,51,8,43,61,56,527,592,536,1128
731,dha7,Guysborough Antigonish-Strait Health Authority,1997,00-19,3,68,16,20,166,6,13,65,38,11,406,1,0,4,4,3,1,3,8,0,4,13,4,45,75,75,150
732,dha7,Guysborough Antigonish-Strait Health Authority,1997,20-39,21,109,51,42,52,6,11,67,108,27,494,8,0,10,13,6,10,2,9,0,2,11,8,79,127,79,206
733,dha7,Guysborough Antigonish-Strait Health Authority,1997,40-59,224,228,80,72,101,20,21,83,90,132,1051,22,7,14,16,16,10,3,14,0,11,16,22,151,161,137,298
734,dha7,Guysborough Antigonish-Strait Health Authority,1997,60 plus,825,327,164,139,464,50,47,185,86,272,2559,24,21,18,18,21,10,11,22,4,24,24,23,220,200,199,399
735,dha7,Guysborough Antigonish-Strait Health Authority,1997,All Ages,1073,732,311,273,783,82,92,400,322,442,4510,55,28,46,51,46,31,19,53,4,41,64,57,495,563,490,1053
736,dha7,Guysborough Antigonish-Strait Health Authority,1998,00-19,9,63,24,19,166,5,20,51,42,8,407,5,1,3,3,4,4,2,10,1,4,17,1,55,77,77,154
737,dha7,Guysborough Antigonish-Strait Health Authority,1998,20-39,12,124,65,33,49,6,7,61,79,22,458,3,1,6,11,4,11,3,10,0,3,6,6,64,107,76,183
738,dha7,Guysborough Antigonish-Strait Health Authority,1998,40-59,209,216,90,66,95,21,13,77,111,133,1031,23,8,17,21,15,12,2,15,2,10,14,23,162,170,147,317
739,dha7,Guysborough Antigonish-Strait Health Authority,1998,60 plus,744,371,176,134,420,59,49,172,75,283,2483,24,24,19,20,21,10,10,20,5,24,24,24,225,207,196,403
740,dha7,Guysborough Antigonish-Strait Health Authority,1998,All Ages,974,774,355,252,730,91,89,361,307,446,4379,55,34,45,55,44,37,17,55,8,41,61,54,506,561,496,1057
741,dha7,Guysborough Antigonish-Strait Health Authority,1999,00-19,2,58,22,18,141,11,25,62,23,7,369,1,1,3,4,5,4,2,9,0,5,13,3,50,75,80,155
742,dha7,Guysborough Antigonish-Strait Health Authority,1999,20-39,19,124,59,30,43,7,13,70,94,24,483,9,0,10,16,10,11,1,7,0,1,6,6,77,114,77,191
743,dha7,Guysborough Antigonish-Strait Health Authority,1999,40-59,211,246,108,66,97,19,10,93,96,129,1075,21,9,16,19,15,11,5,17,2,11,14,22,162,164,152,316
744,dha7,Guysborough Antigonish-Strait Health Authority,1999,60 plus,637,339,155,134,431,56,35,188,102,312,2389,24,23,17,21,20,10,12,17,5,23,22,24,218,190,198,388
745,dha7,Guysborough Antigonish-Strait Health Authority,1999,All Ages,869,767,344,248,712,93,83,413,315,472,4316,55,33,46,60,50,36,20,50,7,40,55,55,507,543,507,1050
746,dha7,Guysborough Antigonish-Strait Health Authority,2000,00-19,4,58,11,17,105,7,13,63,15,4,297,2,0,5,4,5,1,1,5,1,6,11,1,42,62,69,131
747,dha7,Guysborough Antigonish-Strait Health Authority,2000,20-39,15,134,67,40,26,9,10,59,96,20,476,6,0,7,17,8,11,4,9,0,0,8,5,75,105,80,185
748,dha7,Guysborough Antigonish-Strait Health Authority,2000,40-59,174,218,93,64,71,22,12,90,82,109,935,21,9,14,18,12,11,5,15,0,9,13,22,149,155,139,294
749,dha7,Guysborough Antigonish-Strait Health Authority,2000,60 plus,695,316,160,157,388,56,32,179,95,274,2352,24,21,20,21,23,8,12,23,3,24,23,24,226,197,205,402
750,dha7,Guysborough Antigonish-Strait Health Authority,2000,All Ages,888,726,331,278,590,94,67,391,288,407,4060,53,30,46,60,48,31,22,52,4,39,55,52,492,519,493,1012
751,dha6,Pictou County District Health Authority,1995,00-19,7,99,25,28,204,12,33,100,60,11,579,3,0,7,5,4,3,2,7,0,4,9,3,47,67,69,136
752,dha6,Pictou County District Health Authority,1995,20-39,37,155,119,42,64,32,21,100,159,27,756,9,0,5,11,8,7,3,11,0,1,7,6,68,92,79,171
753,dha6,Pictou County District Health Authority,1995,40-59,295,244,119,72,59,28,12,97,139,115,1180,14,7,10,13,13,7,3,9,0,6,11,12,105,113,99,212
754,dha6,Pictou County District Health Authority,1995,60 plus,1006,357,205,125,243,60,30,216,67,258,2567,14,14,11,14,13,6,7,13,2,12,14,14,134,122,125,247
755,dha6,Pictou County District Health Authority,1995,All Ages,1345,855,468,267,570,132,96,513,425,411,5082,40,21,33,43,38,23,15,40,2,23,41,35,354,394,372,766
756,dha6,Pictou County District Health Authority,1996,00-19,3,77,33,19,175,13,46,72,58,10,506,2,0,4,3,8,3,2,11,5,3,13,3,57,68,75,143
757,dha6,Pictou County District Health Authority,1996,20-39,31,175,114,48,50,19,13,90,177,28,745,6,2,6,10,9,7,1,12,1,4,3,5,66,91,70,161
758,dha6,Pictou County District Health Authority,1996,40-59,235,214,121,66,59,19,11,103,154,100,1082,14,9,5,12,11,7,5,13,1,5,12,12,106,108,107,215
759,dha6,Pictou County District Health Authority,1996,60 plus,941,337,201,120,307,57,31,257,74,236,2561,14,14,13,14,12,5,7,14,5,13,14,14,139,125,118,243
760,dha6,Pictou County District Health Authority,1996,All Ages,1210,803,469,253,591,108,101,522,463,374,4894,36,25,28,39,40,22,15,50,12,25,42,34,368,392,370,762
761,dha6,Pictou County District Health Authority,1997,00-19,9,97,39,26,187,4,51,65,52,8,538,3,1,5,3,5,4,1,12,0,3,13,2,52,71,68,139
762,dha6,Pictou County District Health Authority,1997,20-39,25,149,113,40,40,23,9,94,164,26,683,7,0,5,8,9,7,4,9,0,0,7,8,64,87,72,159
763,dha6,Pictou County District Health Authority,1997,40-59,234,262,114,67,64,30,13,107,168,105,1164,14,6,10,14,14,7,5,12,3,9,11,14,119,111,109,220
764,dha6,Pictou County District Health Authority,1997,60 plus,953,365,196,151,307,79,33,256,71,253,2664,14,13,13,12,14,6,7,14,6,14,14,13,140,127,131,258
765,dha6,Pictou County District Health Authority,1997,All Ages,1221,873,462,284,598,136,106,522,455,392,5049,38,20,33,37,42,24,17,47,9,26,45,37,375,396,380,776
766,dha6,Pictou County District Health Authority,1998,00-19,3,89,27,20,207,16,28,78,45,10,523,1,0,8,3,6,3,3,9,0,5,11,2,51,68,67,135
767,dha6,Pictou County District Health Authority,1998,20-39,38,163,118,27,60,23,11,92,135,24,691,10,0,5,11,8,7,2,11,0,1,8,6,69,88,77,165
768,dha6,Pictou County District Health Authority,1998,40-59,238,277,123,62,60,23,9,96,153,110,1151,14,8,9,13,12,7,7,13,0,7,10,11,111,108,109,217
769,dha6,Pictou County District Health Authority,1998,60 plus,870,345,214,121,273,67,34,247,106,258,2535,14,13,13,13,12,6,7,12,5,13,14,14,136,128,126,254
770,dha6,Pictou County District Health Authority,1998,All Ages,1149,874,482,230,600,129,82,513,439,402,4900,39,21,35,40,38,23,19,45,5,26,43,33,367,392,379,771
771,dha6,Pictou County District Health Authority,1999,00-19,4,103,28,40,158,26,28,83,29,4,503,1,0,2,2,7,5,0,10,0,2,12,1,42,72,59,131
772,dha6,Pictou County District Health Authority,1999,20-39,32,164,109,43,55,26,4,91,87,20,631,7,2,7,11,9,7,0,11,0,0,6,6,66,89,66,155
773,dha6,Pictou County District Health Authority,1999,40-59,212,236,112,61,60,22,10,121,135,132,1101,12,7,9,13,13,6,5,9,0,7,10,14,105,105,105,210
774,dha6,Pictou County District Health Authority,1999,60 plus,800,377,197,132,320,72,33,228,72,263,2494,14,13,14,14,13,6,7,12,2,14,14,14,137,128,129,257
775,dha6,Pictou County District Health Authority,1999,All Ages,1048,880,446,276,593,146,75,523,323,419,4729,34,22,32,40,42,24,12,42,2,23,42,35,350,394,359,753
776,dha6,Pictou County District Health Authority,2000,00-19,2,86,29,34,116,28,30,63,54,7,449,2,0,2,7,4,4,3,10,0,5,12,2,51,67,66,133
777,dha6,Pictou County District Health Authority,2000,20-39,27,138,105,44,30,29,12,95,111,24,615,7,3,4,11,9,7,2,9,0,1,5,6,64,98,69,167
778,dha6,Pictou County District Health Authority,2000,40-59,250,240,142,68,68,35,13,113,125,128,1182,14,8,10,13,13,7,5,13,0,8,11,13,115,113,110,223
779,dha6,Pictou County District Health Authority,2000,60 plus,755,330,197,176,290,51,21,213,62,212,2307,14,12,11,13,12,7,7,13,2,13,14,14,132,118,122,240
780,dha6,Pictou County District Health Authority,2000,All Ages,1034,794,473,322,504,143,76,484,352,371,4553,37,23,27,44,38,25,17,45,2,27,42,35,362,396,367,763
781,dha1,South Shore District Health Authority,1995,00-19,6,99,25,21,221,27,37,81,35,5,557,3,0,5,3,3,2,1,5,0,2,7,2,33,45,44,89
782,dha1,South Shore District Health Authority,1995,20-39,19,153,137,65,57,24,18,84,85,25,667,5,4,7,7,5,4,0,8,0,1,8,4,53,66,54,120
783,dha1,South Shore District Health Authority,1995,40-59,304,239,145,72,64,45,13,110,99,179,1270,8,7,8,8,8,4,2,8,1,6,6,8,74,73,68,141
784,dha1,South Shore District Health Authority,1995,60 plus,1020,386,206,186,305,88,42,280,84,431,3028,8,8,8,8,8,4,4,8,6,8,8,8,86,80,79,159
785,dha1,South Shore District Health Authority,1995,All Ages,1349,877,513,344,647,184,110,555,303,640,5522,24,19,28,26,24,14,7,29,7,17,29,22,246,264,245,509
786,dha1,South Shore District Health Authority,1996,00-19,9,49,29,22,232,40,31,78,35,4,529,3,0,2,3,5,1,2,8,0,3,7,0,34,48,46,94
787,dha1,South Shore District Health Authority,1996,20-39,30,148,137,32,60,24,14,87,79,32,643,5,1,5,7,7,4,1,8,1,2,6,5,52,64,52,116
788,dha1,South Shore District Health Authority,1996,40-59,282,200,125,84,67,40,10,100,99,173,1180,8,6,8,8,7,4,3,7,1,4,8,8,72,70,70,140
789,dha1,South Shore District Health Authority,1996,60 plus,956,358,172,174,277,76,25,236,107,357,2738,8,8,8,8,8,4,4,8,3,7,8,8,82,77,75,152
790,dha1,South Shore District Health Authority,1996,All Ages,1277,755,463,312,636,180,80,501,320,566,5090,24,15,23,26,27,13,10,31,5,16,29,21,240,259,243,502
791,dha1,South Shore District Health Authority,1997,00-19,6,68,27,23,152,32,39,56,32,3,438,3,0,5,3,4,2,1,6,2,2,7,0,35,48,45,93
792,dha1,South Shore District Health Authority,1997,20-39,18,140,105,45,48,14,12,64,69,25,540,4,1,6,7,6,4,1,7,0,1,4,6,47,58,53,111
793,dha1,South Shore District Health Authority,1997,40-59,217,206,112,63,60,43,12,93,74,171,1051,8,6,7,8,7,4,3,8,1,6,6,8,72,71,70,141
794,dha1,South Shore District Health Authority,1997,60 plus,1080,371,184,180,279,88,51,272,89,311,2905,8,8,8,8,8,4,4,8,4,8,8,8,84,79,78,157
795,dha1,South Shore District Health Authority,1997,All Ages,1321,785,428,311,539,177,114,485,264,510,4934,23,15,26,26,25,14,9,29,7,17,25,22,238,256,246,502
796,dha1,South Shore District Health Authority,1998,00-19,7,67,20,28,190,21,45,56,14,6,454,3,1,5,2,3,1,1,6,0,2,8,1,33,46,45,91
797,dha1,South Shore District Health Authority,1998,20-39,20,112,101,49,50,11,11,72,63,23,512,4,2,5,4,6,4,3,5,0,0,5,6,44,58,47,105
798,dha1,South Shore District Health Authority,1998,40-59,308,195,111,80,71,48,8,93,84,121,1119,8,7,7,5,8,4,4,8,2,8,6,8,75,75,64,139
799,dha1,South Shore District Health Authority,1998,60 plus,1026,351,232,186,296,99,31,323,80,358,2982,8,8,8,8,8,4,4,8,4,8,8,8,84,79,78,157
800,dha1,South Shore District Health Authority,1998,All Ages,1361,725,464,343,607,179,95,544,241,508,5067,23,18,25,19,25,13,12,27,6,18,27,23,236,258,234,492
801,dha1,South Shore District Health Authority,1999,00-19,3,83,25,23,147,26,35,65,15,6,428,2,0,4,3,4,2,1,6,1,0,8,2,33,45,43,88
802,dha1,South Shore District Health Authority,1999,20-39,23,93,79,40,41,20,9,67,64,29,465,6,1,3,6,6,4,2,5,1,1,5,7,47,62,45,107
803,dha1,South Shore District Health Authority,1999,40-59,292,214,123,89,52,42,8,84,78,134,1116,8,4,8,6,7,4,2,8,1,4,8,8,68,69,65,134
804,dha1,South Shore District Health Authority,1999,60 plus,1042,376,197,163,321,73,31,253,85,347,2888,8,8,8,8,8,4,4,8,1,8,8,8,81,78,77,155
805,dha1,South Shore District Health Authority,1999,All Ages,1360,766,424,315,561,161,83,469,242,516,4897,24,13,23,23,25,14,9,27,4,13,29,25,229,254,230,484
806,dha1,South Shore District Health Authority,2000,00-19,2,35,17,12,116,30,30,65,23,5,335,0,1,2,1,2,1,0,8,1,1,8,2,27,39,41,80
807,dha1,South Shore District Health Authority,2000,20-39,15,60,78,38,34,27,5,60,48,15,380,3,3,6,4,7,4,0,6,0,0,5,3,41,58,48,106
808,dha1,South Shore District Health Authority,2000,40-59,293,184,124,62,50,36,13,110,60,149,1081,8,7,8,7,7,4,3,8,1,6,5,8,72,69,68,137
809,dha1,South Shore District Health Authority,2000,60 plus,927,307,165,182,283,79,28,260,84,329,2644,8,8,8,7,8,4,4,8,2,8,8,8,81,77,74,151
810,dha1,South Shore District Health Authority,2000,All Ages,1237,586,384,294,483,172,76,495,215,498,4440,19,19,24,19,24,13,7,30,4,15,26,21,221,243,231,474
811,dha2,South West Nova District Health Authority,1995,00-19,10,141,31,32,300,26,56,100,112,5,813,6,0,5,3,6,5,3,5,0,3,8,1,45,69,65,134
812,dha2,South West Nova District Health Authority,1995,20-39,49,177,149,64,107,55,15,106,227,48,997,9,1,10,11,5,7,1,11,0,2,11,9,77,100,82,182
813,dha2,South West Nova District Health Authority,1995,40-59,291,239,142,77,72,47,15,105,238,186,1412,14,7,12,13,13,7,6,13,1,7,9,13,115,114,112,226
814,dha2,South West Nova District Health Authority,1995,60 plus,1038,402,262,175,395,97,41,229,133,422,3194,14,14,13,13,12,7,7,13,1,11,13,14,132,124,124,248
815,dha2,South West Nova District Health Authority,1995,All Ages,1388,959,584,348,874,225,127,540,710,661,6416,43,22,40,40,36,26,17,42,2,23,41,37,369,407,383,790
816,dha2,South West Nova District Health Authority,1996,00-19,16,84,29,17,227,23,42,94,101,7,640,3,0,4,4,3,3,3,9,0,1,9,1,40,64,68,132
817,dha2,South West Nova District Health Authority,1996,20-39,55,173,126,50,67,26,14,84,245,58,898,8,2,7,10,7,6,0,9,0,2,7,9,67,98,75,173
818,dha2,South West Nova District Health Authority,1996,40-59,317,227,161,69,90,57,8,92,165,202,1388,14,10,10,13,13,7,3,12,1,7,14,13,117,119,111,230
819,dha2,South West Nova District Health Authority,1996,60 plus,1023,383,224,156,371,93,34,217,134,389,3024,14,13,12,13,14,6,7,14,1,13,13,14,134,124,126,250
820,dha2,South West Nova District Health Authority,1996,All Ages,1411,867,540,292,755,199,98,487,645,656,5950,39,25,33,40,37,22,13,44,2,23,43,37,358,405,380,785
821,dha2,South West Nova District Health Authority,1997,00-19,17,108,46,18,245,28,39,69,74,9,653,7,0,6,3,5,5,4,12,0,3,9,3,57,75,74,149
822,dha2,South West Nova District Health Authority,1997,20-39,29,152,115,35,74,30,16,79,209,30,769,9,0,8,12,6,7,0,11,1,0,8,7,69,92,72,164
823,dha2,South West Nova District Health Authority,1997,40-59,298,218,179,66,74,43,15,93,173,195,1354,14,9,12,13,13,7,4,11,2,6,11,12,114,111,113,224
824,dha2,South West Nova District Health Authority,1997,60 plus,1167,372,227,143,437,108,38,217,106,420,3235,14,14,11,12,13,7,7,13,1,13,14,14,133,129,122,251
825,dha2,South West Nova District Health Authority,1997,All Ages,1511,850,567,262,830,209,108,458,562,654,6011,44,23,37,40,37,26,15,47,4,22,42,36,373,407,381,788
826,dha2,South West Nova District Health Authority,1998,00-19,16,110,37,21,272,25,40,85,40,9,655,6,1,7,4,7,3,4,6,0,1,13,2,54,72,70,142
827,dha2,South West Nova District Health Authority,1998,20-39,45,169,87,54,66,23,24,97,150,40,755,9,1,8,10,6,7,1,10,0,1,8,8,69,91,82,173
828,dha2,South West Nova District Health Authority,1998,40-59,295,251,128,80,93,46,16,102,144,182,1337,14,10,11,11,9,6,4,13,2,7,12,14,113,110,107,217
829,dha2,South West Nova District Health Authority,1998,60 plus,1083,394,235,156,491,105,24,243,121,369,3221,14,13,12,13,13,6,7,13,2,13,14,15,135,123,128,251
830,dha2,South West Nova District Health Authority,1998,All Ages,1439,924,487,311,922,199,104,527,455,600,5968,43,25,38,38,35,22,16,42,4,22,47,39,371,396,387,783
831,dha2,South West Nova District Health Authority,1999,00-19,10,101,44,30,191,18,47,64,22,3,530,4,3,5,4,4,3,4,9,0,1,9,0,46,69,63,132
832,dha2,South West Nova District Health Authority,1999,20-39,35,166,105,45,64,18,14,68,135,40,690,11,0,4,10,8,7,3,10,0,0,6,8,67,85,74,159
833,dha2,South West Nova District Health Authority,1999,40-59,351,240,142,65,91,52,12,109,148,180,1390,15,9,11,14,11,6,7,13,1,6,9,14,116,117,108,225
834,dha2,South West Nova District Health Authority,1999,60 plus,1076,395,192,169,448,109,45,263,95,393,3185,14,14,12,13,13,7,7,14,1,13,14,14,136,128,124,252
835,dha2,South West Nova District Health Authority,1999,All Ages,1472,902,483,309,794,197,118,504,400,616,5795,44,26,32,41,36,23,21,46,2,20,38,36,365,399,369,768
836,dha2,South West Nova District Health Authority,2000,00-19,4,67,16,26,171,25,30,69,45,5,458,1,1,6,3,4,4,0,5,0,5,8,1,38,62,59,121
837,dha2,South West Nova District Health Authority,2000,20-39,41,161,95,41,70,12,11,80,108,45,664,9,0,7,7,11,7,1,10,0,0,7,6,65,87,72,159
838,dha2,South West Nova District Health Authority,2000,40-59,286,216,120,58,85,53,25,105,145,191,1284,14,10,12,14,11,6,4,12,0,7,12,12,114,114,112,226
839,dha2,South West Nova District Health Authority,2000,60 plus,1032,375,212,144,360,113,34,246,82,380,2978,14,14,12,14,13,6,6,13,1,14,14,14,135,126,123,249
840,dha2,South West Nova District Health Authority,2000,All Ages,1363,819,443,269,686,203,100,500,380,621,5384,38,25,37,38,39,23,11,40,1,26,41,33,352,389,366,755
841,dhz1,District Health Zone 1,1995,00-19,16,240,56,53,521,53,93,181,147,10,1370,9,0,10,6,9,7,4,10,0,5,15,3,78,114,109,223
842,dhz1,District Health Zone 1,1995,20-39,68,330,286,129,164,79,33,190,312,73,1664,14,5,17,18,10,11,1,19,0,3,19,13,130,166,136,302
843,dhz1,District Health Zone 1,1995,40-59,595,478,287,149,136,92,28,215,337,365,2682,22,14,20,21,21,11,8,21,2,13,15,21,189,187,180,367
844,dhz1,District Health Zone 1,1995,60 plus,2058,788,468,361,700,185,83,509,217,853,6222,22,22,21,21,20,11,11,21,7,19,21,22,218,204,203,407
845,dhz1,District Health Zone 1,1995,All Ages,2737,1836,1097,692,1521,409,237,1095,1013,1301,11938,67,41,68,66,60,40,24,71,9,40,70,59,615,671,628,1299
846,dhz1,District Health Zone 1,1996,00-19,25,133,58,39,459,63,73,172,136,11,1169,6,0,6,7,8,4,5,17,0,4,16,1,74,112,114,226
847,dhz1,District Health Zone 1,1996,20-39,85,321,263,82,127,50,28,171,324,90,1541,13,3,12,17,14,10,1,17,1,4,13,14,119,162,127,289
848,dhz1,District Health Zone 1,1996,40-59,599,427,286,153,157,97,18,192,264,375,2568,22,16,18,21,20,11,6,19,2,11,22,21,189,189,181,370
849,dhz1,District Health Zone 1,1996,60 plus,1979,741,396,330,648,169,59,453,241,746,5762,22,21,20,21,22,10,11,22,4,20,21,22,216,201,201,402
850,dhz1,District Health Zone 1,1996,All Ages,2688,1622,1003,604,1391,379,178,988,965,1222,11040,63,40,56,66,64,35,23,75,7,39,72,58,598,664,623,1287
851,dhz1,District Health Zone 1,1997,00-19,23,176,73,41,397,60,78,125,106,12,1091,10,0,11,6,9,7,5,18,2,5,16,3,92,123,119,242
852,dhz1,District Health Zone 1,1997,20-39,47,292,220,80,122,44,28,143,278,55,1309,13,1,14,19,12,11,1,18,1,1,12,13,116,150,125,275
853,dhz1,District Health Zone 1,1997,40-59,515,424,291,129,134,86,27,186,247,366,2405,22,15,19,21,20,11,7,19,3,12,17,20,186,182,183,365
854,dhz1,District Health Zone 1,1997,60 plus,2247,743,411,323,716,196,89,489,195,731,6140,22,22,19,20,21,11,11,21,5,21,22,22,217,208,200,408
855,dhz1,District Health Zone 1,1997,All Ages,2832,1635,995,573,1369,386,222,943,826,1164,10945,67,38,63,66,62,40,24,76,11,39,67,58,611,663,627,1290
856,dhz1,District Health Zone 1,1998,00-19,23,177,57,49,462,46,85,141,54,15,1109,9,2,12,6,10,4,5,12,0,3,21,3,87,118,115,233
857,dhz1,District Health Zone 1,1998,20-39,65,281,188,103,116,34,35,169,213,63,1267,13,3,13,14,12,11,4,15,0,1,13,14,113,149,129,278
858,dhz1,District Health Zone 1,1998,40-59,603,446,239,160,164,94,24,195,228,303,2456,22,17,18,16,17,10,8,21,4,15,18,22,188,185,171,356
859,dhz1,District Health Zone 1,1998,60 plus,2109,745,467,342,787,204,55,566,201,727,6203,22,21,20,21,21,10,11,21,6,21,22,23,219,202,206,408
860,dhz1,District Health Zone 1,1998,All Ages,2800,1649,951,654,1529,378,199,1071,696,1108,11035,66,43,63,57,60,35,28,69,10,40,74,62,607,654,621,1275
861,dhz1,District Health Zone 1,1999,00-19,13,184,69,53,338,44,82,129,37,9,958,6,3,9,7,8,5,5,15,1,1,17,2,79,114,106,220
862,dhz1,District Health Zone 1,1999,20-39,58,259,184,85,105,38,23,135,199,69,1155,17,1,7,16,14,11,5,15,1,1,11,15,114,147,119,266
863,dhz1,District Health Zone 1,1999,40-59,643,454,265,154,143,94,20,193,226,314,2506,23,13,19,20,18,10,9,21,2,10,17,22,184,186,173,359
864,dhz1,District Health Zone 1,1999,60 plus,2118,771,389,332,769,182,76,516,180,740,6073,22,22,20,21,21,11,11,22,2,21,22,22,217,206,201,407
